[INFO ] 2021-12-26 14:34:14.029 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-26 14:34:15.328 [main] DataProviderCsv - searchPharmacyProductByCategory [1] {}
[INFO ] 2021-12-26 14:34:15.328 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-26 14:34:15.328 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.343 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-26 14:34:15.344 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-26 14:34:15.345 [main] DataProviderCsv - searchPharmacyProductByCategory [2] {}
[INFO ] 2021-12-26 14:34:15.346 [main] DataProviderCsv - searchPharmacyProductByCategory [2] {}
[INFO ] 2021-12-26 14:34:15.346 [main] DataProviderCsv - searchPharmacyMedicalDeviceByCategory [1] {}
[INFO ] 2021-12-26 14:34:15.346 [main] DataProviderCsv - getMedicalDevices: [1] {}
[INFO ] 2021-12-26 14:34:15.346 [main] DataProviderCsv - readCsvMedicalDevice: [1] {}
[INFO ] 2021-12-26 14:34:15.353 [main] DataProviderCsv - readCsvMedicalDevice: [3] {}
[INFO ] 2021-12-26 14:34:15.354 [main] DataProviderCsv - getMedicalDevices: [3] {}
[INFO ] 2021-12-26 14:34:15.354 [main] DataProviderCsv - searchPharmacyMedicalDeviceByCategory [2] {}
[INFO ] 2021-12-26 14:34:15.354 [main] DataProviderCsv - searchPharmacyProductByCategory [3] {} This category is empty
[INFO ] 2021-12-26 14:34:15.354 [main] DataProviderCsv - searchPharmacyProductByCategory [7] {}
[INFO ] 2021-12-26 14:34:15.357 [main] DataProviderCsv - updateOrders: [1] {}
[INFO ] 2021-12-26 14:34:15.357 [main] DataProviderCsv - getOrders: [1] {}
[INFO ] 2021-12-26 14:34:15.357 [main] DataProviderCsv - readCsvOrder: [1] {}
[INFO ] 2021-12-26 14:34:15.368 [main] DataProviderCsv - readCsvOrder: [3] {}
[INFO ] 2021-12-26 14:34:15.369 [main] DataProviderCsv - getOrders: [3] {}
[INFO ] 2021-12-26 14:34:15.369 [main] DataProviderCsv - updateOrders: [3] {}
[INFO ] 2021-12-26 14:34:15.371 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.381 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-26 14:34:15.384 [main] DataProviderCsv - searchPharmacyMedicalDeviceByCategory [1] {}
[INFO ] 2021-12-26 14:34:15.385 [main] DataProviderCsv - getMedicalDevices: [1] {}
[INFO ] 2021-12-26 14:34:15.385 [main] DataProviderCsv - readCsvMedicalDevice: [1] {}
[INFO ] 2021-12-26 14:34:15.395 [main] DataProviderCsv - readCsvMedicalDevice: [3] {}
[INFO ] 2021-12-26 14:34:15.395 [main] DataProviderCsv - getMedicalDevices: [3] {}
[INFO ] 2021-12-26 14:34:15.395 [main] DataProviderCsv - searchPharmacyMedicalDeviceByCategory [2] {}
[INFO ] 2021-12-26 14:34:15.397 [main] DataProviderCsv - getTheAnaloguesByBarcode [1] {}
[INFO ] 2021-12-26 14:34:15.398 [main] DataProviderCsv - getMeddicineByBarcode: [1] {}
[INFO ] 2021-12-26 14:34:15.398 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-26 14:34:15.398 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.407 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-26 14:34:15.407 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-26 14:34:15.407 [main] DataProviderCsv - isIdInDataMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.407 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-26 14:34:15.407 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.415 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-26 14:34:15.415 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-26 14:34:15.415 [main] DataProviderCsv - isIdInDataMedicine: [3] {} No Such Element
[INFO ] 2021-12-26 14:34:15.415 [main] DataProviderCsv - getMeddicineByBarcode: [2] {}
[INFO ] 2021-12-26 14:34:15.416 [main] DataProviderCsv - getMeddicineByBarcode: [4] {}
[INFO ] 2021-12-26 14:34:15.416 [main] DataProviderCsv - getTheAnaloguesOfMedicine [1] {}
[INFO ] 2021-12-26 14:34:15.416 [main] DataProviderCsv - getTheAnaloguesOfMedicine [4] {}
[INFO ] 2021-12-26 14:34:15.416 [main] DataProviderCsv - getTheAnaloguesByBarcode [2] {}
[INFO ] 2021-12-26 14:34:15.418 [main] DataProviderCsv - searchPharmacyProductByCategory [1] {}
[INFO ] 2021-12-26 14:34:15.418 [main] DataProviderCsv - getMeddicines: [1] {}
[INFO ] 2021-12-26 14:34:15.418 [main] DataProviderCsv - readCsvMedicine: [1] {}
[INFO ] 2021-12-26 14:34:15.425 [main] DataProviderCsv - readCsvMedicine: [3] {}
[INFO ] 2021-12-26 14:34:15.425 [main] DataProviderCsv - getMeddicines: [3] {}
[INFO ] 2021-12-26 14:34:15.425 [main] DataProviderCsv - searchPharmacyProductByCategory [2] {}
[INFO ] 2021-12-26 14:34:15.428 [main] Barcode - readBarcode[1] {}
[INFO ] 2021-12-26 14:34:15.495 [main] Barcode - readBarcode[2] {}
[INFO ] 2021-12-26 14:34:15.495 [main] Barcode - readBarcode[3] {}
[INFO ] 2021-12-26 14:34:15.495 [main] DataProviderCsv - updateMedicalDevice: [1] {}
[INFO ] 2021-12-26 14:34:15.495 [main] DataProviderCsv - getMedicalDevices: [1] {}
[INFO ] 2021-12-26 14:34:15.495 [main] DataProviderCsv - readCsvMedicalDevice: [1] {}
[INFO ] 2021-12-26 14:34:15.498 [main] DataProviderCsv - readCsvMedicalDevice: [3] {}
